,Nom,trajet,steps,type,distance,time,vehicule_type,distance_autocar,duration_autocar
955,Montpellier-Monaco route 2,Montpellier;-Monaco,"['Montpellier Saint-Roch;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['INTERCITES', 'TER', 'TER']","['176 km', '193 km', '46.9 km']","[6000, 7680, 3720]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",9200,1331
956,Montpellier-Monaco route 3,Montpellier;-Monaco,"['Montpellier Saint-Roch;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['INTERCITES', 'TER', 'TER']","['176 km', '193 km', '46.9 km']","[6000, 7680, 3720]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",9200,1331
957,Montpellier-Monaco route 4,Montpellier;-Monaco,"['Montpellier Saint-Roch;-Avignon Centre', 'Avignon Centre;-Avignon TGV', 'Avignon TGV;-Toulon', 'Toulon;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TER', 'TER', 'TGV INOUI', 'TER', 'TER']","['98.4 km', '4.0 km', '160 km', '126 km', '46.9 km']","[4380, 300, 5760, 4800, 3780]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",9200,1331
958,Montpellier-Monaco route 5,Montpellier;-Monaco,['Nice Saint-Augustin;-Monaco-Monte-Carlo station'],['TER'],['21.9 km'],[1920],['HEAVY_RAIL'],327566,12443
959,Montpellier-Monaco route 6,Montpellier;-Monaco,[],[],[],[],[],354119,13674
960,Montpellier-Nantes route 1,Montpellier;-Nantes,"['Montpellier Saint-Roch;-Gare de Lyon', 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'TGV INOUI']","['736 km', '385 km']","[12480, 7380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",19834,3511
961,Montpellier-Nantes route 2,Montpellier;-Nantes,"['Montpellier Saint-Roch;-Gare de Lyon', 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'TGV INOUI']","['736 km', '385 km']","[12480, 7380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",19834,3511
962,Montpellier-Nantes route 3,Montpellier;-Nantes,"['Montpellier Saint-Roch;-Nîmes Pont du Gard', 'Nîmes Pont du Gard;-Gare de Lyon', 'Gare Montparnasse;-Nantes']","['TER', 'TGV INOUI', 'TGV INOUI']","['62.6 km', '674 km', '385 km']","[2640, 10680, 7620]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",19834,3511
963,Montpellier-Nantes route 4,Montpellier;-Nantes,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Le Mans', 'Le Mans;-Nantes']","['TGV INOUI', 'TGV INOUI', 'TER']","['314 km', '620 km', '184 km']","[6780, 10740, 5640]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12835,1875
964,Montpellier-Nantes route 5,Montpellier;-Nantes,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Le Mans', 'Le Mans;-Nantes']","['TGV INOUI', 'TGV INOUI', 'TER']","['314 km', '620 km', '184 km']","[6780, 10740, 5640]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12835,1875
965,Montpellier-Nantes route 6,Montpellier;-Nantes,"['Montpellier Saint-Roch;-Gare de Lyon', 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'TGV INOUI']","['736 km', '385 km']","[12600, 8100]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",19834,3511
966,Montpellier-Nice route 1,Montpellier;-Nice,"['Montpellier Saint-Roch;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['INTERCITES', 'TER']","['176 km', '218 km']","[6000, 9120]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']",14549,1853
967,Montpellier-Nice route 2,Montpellier;-Nice,"['Montpellier Saint-Roch;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['INTERCITES', 'TER']","['176 km', '218 km']","[6000, 9120]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']",14549,1853
968,Montpellier-Nice route 3,Montpellier;-Nice,"['Montpellier Saint-Roch;-Avignon Centre', 'Avignon Centre;-Avignon TGV', 'Avignon TGV;-Toulon', 'Toulon;-Nice Saint-Augustin']","['TER', 'TER', 'TGV INOUI', 'TER']","['98.4 km', '4.0 km', '160 km', '151 km']","[4380, 300, 5760, 6300]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14549,1853
969,Montpellier-Nice route 4,Montpellier;-Nice,[],[],[],[],[],328738,12220
970,Montpellier-Nice route 5,Montpellier;-Nice,[],[],[],[],[],328738,12220
971,Montpellier-Nice route 6,Montpellier;-Nice,[],[],[],[],[],328738,12220
972,Montpellier-Paris Saint-Germain route 1,Montpellier;-Paris Saint-Germain,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon']","['AVE INT', 'TGV INOUI']","['314 km', '427 km']","[6660, 7440]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",22569,2782
973,Montpellier-Paris Saint-Germain route 2,Montpellier;-Paris Saint-Germain,['Montpellier Sud de France;-Gare de Lyon'],['TGV INOUI'],['729 km'],[11880],['HIGH_SPEED_TRAIN'],30905,3010
974,Montpellier-Paris Saint-Germain route 3,Montpellier;-Paris Saint-Germain,['Montpellier Sud de France;-Gare de Lyon'],['TGV INOUI'],['729 km'],[11880],['HIGH_SPEED_TRAIN'],30905,3010
975,Montpellier-Paris Saint-Germain route 4,Montpellier;-Paris Saint-Germain,['Montpellier Sud de France;-Gare de Lyon'],['TGV INOUI'],['729 km'],[11880],['HIGH_SPEED_TRAIN'],30905,3010
976,Montpellier-Paris Saint-Germain route 5,Montpellier;-Paris Saint-Germain,['Montpellier Sud de France;-Gare de Lyon'],['TGV INOUI'],['729 km'],[11880],['HIGH_SPEED_TRAIN'],30905,3010
977,Montpellier-Paris Saint-Germain route 6,Montpellier;-Paris Saint-Germain,['Montpellier Saint-Roch;-Gare de Lyon'],['TGV INOUI'],['736 km'],[12480],['HIGH_SPEED_TRAIN'],22569,2782
978,Montpellier-Reims route 1,Montpellier;-Reims,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Champagne-Ardenne TGV', ""Champagne-Ardenne TGV;-Franchet d'Esperey""]","['AVE INT', 'TGV INOUI', 'TGV INOUI', 'TER']","['314 km', '418 km', '141 km', '7.7 km']","[6660, 6360, 3480, 420]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",8912,1320
979,Montpellier-Reims route 2,Montpellier;-Reims,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Champagne-Ardenne TGV']","['AVE INT', 'TGV INOUI', 'TGV INOUI']","['314 km', '418 km', '141 km']","[6660, 6360, 3480]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",13044,1864
980,Montpellier-Reims route 3,Montpellier;-Reims,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Champagne-Ardenne TGV']","['AVE INT', 'TGV INOUI', 'TGV INOUI']","['314 km', '418 km', '141 km']","[6660, 6360, 3480]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",13044,1864
981,Montpellier-Reims route 4,Montpellier;-Reims,"['Montpellier Sud de France;-Gare de Lyon', ""Gare de l'Est;-Reims""]","['TGV INOUI', 'TGV INOUI']","['729 km', '146 km']","[11880, 2760]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",25473,3350
982,Montpellier-Reims route 5,Montpellier;-Reims,"['Montpellier Sud de France;-Gare de Lyon', 'Charles de Gaulle Airport 2 TGV;-Champagne-Ardenne TGV', ""Champagne-Ardenne TGV;-Franchet d'Esperey""]","['TGV INOUI', 'TGV INOUI', 'TER']","['729 km', '116 km', '7.7 km']","[11880, 1800, 420]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",47582,3978
983,Montpellier-Reims route 6,Montpellier;-Reims,"['Montpellier Sud de France;-Gare de Lyon', ""Gare de l'Est;-Reims""]","['TGV INOUI', 'TGV INOUI']","['729 km', '146 km']","[11880, 2760]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",25473,3350
984,Montpellier-Rennes route 1,Montpellier;-Rennes,"['Montpellier Sud de France;-Gare de Lyon', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['729 km', '356 km']","[11880, 5280]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",29296,3723
985,Montpellier-Rennes route 2,Montpellier;-Rennes,"['Montpellier Sud de France;-Gare de Lyon', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['729 km', '356 km']","[11880, 5280]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",29296,3723
986,Montpellier-Rennes route 3,Montpellier;-Rennes,"['Montpellier Saint-Roch;-Gare de Lyon', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['736 km', '356 km']","[12480, 5100]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",20960,3495
987,Montpellier-Rennes route 4,Montpellier;-Rennes,"['Montpellier Saint-Roch;-Gare de Lyon', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['736 km', '356 km']","[12480, 5100]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",20960,3495
988,Montpellier-Rennes route 5,Montpellier;-Rennes,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Rennes']","['TGV INOUI', 'TGV INOUI']","['314 km', '782 km']","[6780, 14400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",13961,1859
989,Montpellier-Rennes route 6,Montpellier;-Rennes,"['Montpellier Saint-Roch;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Rennes']","['TGV INOUI', 'TGV INOUI']","['732 km', '411 km']","[14100, 8760]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",13961,1859
990,Montpellier-Strasbourg route 1,Montpellier;-Strasbourg,"['Montpellier Sud de France;-Gare de Lyon', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'TGV INOUI', 'TER']","['729 km', '438 km', '3.2 km']","[11880, 6360, 180]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",21655,2903
991,Montpellier-Strasbourg route 2,Montpellier;-Strasbourg,"['Montpellier Sud de France;-Gare de Lyon', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'TGV INOUI', 'TER']","['729 km', '438 km', '3.2 km']","[11880, 6360, 180]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",21655,2903
992,Montpellier-Strasbourg route 3,Montpellier;-Strasbourg,"['Montpellier Saint-Roch;-Strasbourg', 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'TER']","['819 km', '3.2 km']","[22620, 240]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",8776,1320
993,Montpellier-Strasbourg route 4,Montpellier;-Strasbourg,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Strasbourg']","['AVE INT', 'TGV INOUI', 'TGV INOUI']","['314 km', '418 km', '444 km']","[6660, 6360, 9120]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",12545,1890
994,Montpellier-Strasbourg route 5,Montpellier;-Strasbourg,"['Montpellier Sud de France;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Strasbourg']","['OUIGO', 'TGV INOUI']","['204 km', '607 km']","[3480, 17580]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",20881,2118
995,Montpellier-Strasbourg route 6,Montpellier;-Strasbourg,"['Montpellier Sud de France;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Strasbourg']","['OUIGO', 'TGV INOUI']","['204 km', '607 km']","[3480, 17580]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",20881,2118
996,Montpellier-Saint-Étienne route 1,Montpellier;-Saint-Étienne,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['AVE INT', 'TER']","['314 km', '59.8 km']","[6660, 2820]","['HEAVY_RAIL', 'HEAVY_RAIL']",10104,1472
997,Montpellier-Saint-Étienne route 2,Montpellier;-Saint-Étienne,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['AVE INT', 'TER']","['314 km', '59.8 km']","[6660, 2820]","['HEAVY_RAIL', 'HEAVY_RAIL']",10104,1472
998,Montpellier-Saint-Étienne route 3,Montpellier;-Saint-Étienne,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Saint-Étienne La Terrasse']","['AVE INT', 'TER', 'TER']","['314 km', '59.8 km', '3.0 km']","[6660, 2820, 180]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL']",8968,1222
999,Montpellier-Saint-Étienne route 4,Montpellier;-Saint-Étienne,"['Montpellier Saint-Roch;-Avignon Centre', 'Avignon Centre;-Avignon TGV', 'Avignon TGV;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TER', 'Lyria', 'TER']","['96.3 km', '4.0 km', '227 km', '59.8 km']","[4560, 300, 4200, 2820]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",10104,1472
1000,Montpellier-Saint-Étienne route 5,Montpellier;-Saint-Étienne,"['Montpellier Saint-Roch;-Avignon Centre', 'Avignon Centre;-Avignon TGV', 'Avignon TGV;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TER', 'Lyria', 'TER']","['96.3 km', '4.0 km', '227 km', '59.8 km']","[4560, 300, 4200, 2820]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",10104,1472
1001,Montpellier-Saint-Étienne route 6,Montpellier;-Saint-Étienne,"['Montpellier Saint-Roch;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TER']","['314 km', '59.8 km']","[6780, 2820]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",10104,1472
1002,Montpellier-Toulouse route 1,Montpellier;-Toulouse,"['Montpellier Saint-Roch;-Narbonne', 'Narbonne;-Toulouse Matabiau']","['TER', 'TER']","['97.4 km', '150 km']","[3660, 6060]","['HEAVY_RAIL', 'HEAVY_RAIL']",13124,1972
1003,Montpellier-Toulouse route 2,Montpellier;-Toulouse,"['Montpellier Saint-Roch;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['INTERCITES', 'TER']","['247 km', '3.9 km']","[7800, 240]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']",9990,1556
1004,Montpellier-Toulouse route 3,Montpellier;-Toulouse,['Montpellier Saint-Roch;-Toulouse Matabiau'],['INTERCITES'],['247 km'],[7800],['LONG_DISTANCE_TRAIN'],13124,1972
1005,Montpellier-Toulouse route 4,Montpellier;-Toulouse,['Montpellier Saint-Roch;-Toulouse Matabiau'],['TGV INOUI'],['247 km'],[7920],['HIGH_SPEED_TRAIN'],13124,1972
1006,Montpellier-Toulouse route 5,Montpellier;-Toulouse,"['Montpellier Saint-Roch;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['INTERCITES', 'TER']","['247 km', '3.9 km']","[8040, 240]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']",9990,1556
1007,Montpellier-Toulouse route 6,Montpellier;-Toulouse,['Montpellier Saint-Roch;-Toulouse Matabiau'],['TER'],['247 km'],[10440],['HEAVY_RAIL'],13124,1972
1008,Nantes-Angers route 1,Nantes;-Angers,['Nantes;-Angers Saint-Laud'],['TER19'],['87.3 km'],[2460],['HEAVY_RAIL'],8080,1428
1009,Nantes-Angers route 2,Nantes;-Angers,['Nantes;-Angers Saint-Laud'],['TER19'],['87.3 km'],[2460],['HEAVY_RAIL'],8080,1428
1010,Nantes-Angers route 3,Nantes;-Angers,['Nantes;-Angers Saint-Laud'],['INTERCITES'],['87.3 km'],[2520],['LONG_DISTANCE_TRAIN'],8080,1428
1011,Nantes-Angers route 4,Nantes;-Angers,['Nantes;-Angers Saint-Laud'],['TER21'],['87.3 km'],[2520],['HEAVY_RAIL'],8080,1428
1012,Nantes-Angers route 5,Nantes;-Angers,[],[],[],[],[],98674,3450
1013,Nantes-Angers route 6,Nantes;-Angers,['Nantes;-Angers Saint-Laud'],['OUIGO'],['87.3 km'],[2580],['LONG_DISTANCE_TRAIN'],8080,1428
1014,Nantes-Auxerre route 1,Nantes;-Auxerre,"['Nantes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Sens"", 'Sens;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['385 km', '110 km', '61.7 km']","[7260, 3300, 2880]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",19548,2884
1015,Nantes-Auxerre route 2,Nantes;-Auxerre,"['Nantes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Auxerre Saint-Gervais""]","['TGV INOUI', 'TER']","['385 km', '173 km']","[8280, 6780]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",19548,2884
1016,Nantes-Auxerre route 3,Nantes;-Auxerre,"['Nantes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Laroche Migennes"", 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['385 km', '152 km', '19.4 km']","[7620, 5340, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",19548,2884
1017,Nantes-Auxerre route 4,Nantes;-Auxerre,"['Nantes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Laroche Migennes"", 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['385 km', '152 km', '19.4 km']","[8280, 5400, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",19548,2884
1018,Nantes-Brest route 1,Nantes;-Brest,['Rennes;-Brest Train Station'],['TER'],['249 km'],[8220],['HEAVY_RAIL'],117052,5117
1019,Nantes-Brest route 2,Nantes;-Brest,"['Nantes;-Rennes', 'Rennes;-Brest Train Station']","['TER02', 'TER']","['149 km', '249 km']","[4560, 8220]","['HEAVY_RAIL', 'HEAVY_RAIL']",9971,1379
1020,Nantes-Brest route 3,Nantes;-Brest,['Nantes;-Quimper'],['TER02Bis'],['254 km'],[9660],['HEAVY_RAIL'],76548,3810
1021,Nantes-Brest route 4,Nantes;-Brest,"['Nantes;-Redon', 'Redon;-Rennes', 'Rennes;-Brest Train Station']","['TER02Bis', 'TER', 'TGV INOUI']","['80.9 km', '71.2 km', '249 km']","[2520, 2160, 6960]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",9971,1379
1022,Nantes-Brest route 5,Nantes;-Brest,"['Nantes;-Rennes', 'Rennes;-Brest Train Station']","['TER02', 'TGV INOUI']","['149 km', '249 km']","[4560, 7680]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",9971,1379
1023,Nantes-Brest route 6,Nantes;-Brest,[],[],[],[],[],293862,10611
1024,Nantes-Le Havre route 1,Nantes;-Le Havre,"['Nantes;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['385 km', '227 km']","[7260, 7860]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",15981,2913
1025,Nantes-Le Havre route 2,Nantes;-Le Havre,"['Nantes;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['385 km', '227 km']","[7260, 7860]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",15981,2913
1026,Nantes-Le Havre route 3,Nantes;-Le Havre,['Nantes;-Gare Montparnasse'],['TGV INOUI'],['385 km'],[8280],['HIGH_SPEED_TRAIN'],203259,8666
1027,Nantes-Le Havre route 4,Nantes;-Le Havre,"['Nantes;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['385 km', '227 km']","[7620, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",15981,2913
1028,Nantes-Le Havre route 5,Nantes;-Le Havre,"['Nantes;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['385 km', '227 km']","[7620, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",15981,2913
1029,Nantes-Le Havre route 6,Nantes;-Le Havre,"['Nantes;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['385 km', '227 km']","[7620, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",15981,2913
1030,Nantes-Lens route 1,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres', 'Lille Flandres;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '225 km', '38.7 km']","[7260, 3780, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",16206,3434
1031,Nantes-Lens route 2,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres', 'Lille Flandres;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '225 km', '38.7 km']","[7260, 3780, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",16206,3434
1032,Nantes-Lens route 3,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['385 km', '199 km']","[7620, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",16206,3434
1033,Nantes-Lens route 4,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['385 km', '199 km']","[7620, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",16206,3434
1034,Nantes-Lens route 5,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Arras', 'Arras;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '179 km', '19.1 km']","[8280, 2940, 960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",16206,3434
1035,Nantes-Lens route 6,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Douai', 'Douai;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '205 km', '25.8 km']","[8280, 3960, 1860]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",16206,3434
1036,Nantes-Lille route 1,Nantes;-Lille,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['385 km', '225 km']","[7260, 3780]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",28027,4097
1037,Nantes-Lille route 2,Nantes;-Lille,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['385 km', '225 km']","[7260, 3780]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",28027,4097
1038,Nantes-Lille route 3,Nantes;-Lille,"['Nantes;-Massy TGV', 'Massy TGV;-Lille Europe']","['TGV INOUI', 'TGV INOUI']","['402 km', '289 km']","[9360, 7380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",17771,1731
1039,Nantes-Lille route 4,Nantes;-Lille,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Europe']","['TGV INOUI', 'TGV INOUI']","['385 km', '233 km']","[7620, 4500]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",26831,3998
1040,Nantes-Lille route 5,Nantes;-Lille,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['385 km', '225 km']","[7620, 3900]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",28027,4097
1041,Nantes-Lille route 6,Nantes;-Lille,"['Nantes;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Lille Flandres']","['TGV INOUI', 'OUIGO']","['433 km', '227 km']","[10080, 4920]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18967,1830
1042,Nantes-Lyon route 1,Nantes;-Lyon,"['Nantes;-Le Mans', 'Le Mans;-Lyon Part Dieu']","['TER', 'TGV INOUI']","['184 km', '620 km']","[5520, 10800]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",24664,2429
1043,Nantes-Lyon route 2,Nantes;-Lyon,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu']","['TGV INOUI', 'TGV INOUI']","['385 km', '427 km']","[7260, 6960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",31278,4029
1044,Nantes-Lyon route 3,Nantes;-Lyon,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu']","['TGV INOUI', 'TGV INOUI']","['385 km', '427 km']","[7260, 6960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",31278,4029
1045,Nantes-Lyon route 4,Nantes;-Lyon,['Nantes;-Lyon Part Dieu'],['TGV INOUI'],['835 km'],[17160],['HIGH_SPEED_TRAIN'],24664,2429
1046,Nantes-Lyon route 5,Nantes;-Lyon,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Saint-Exupéry TGV']","['TGV INOUI', 'TGV INOUI']","['385 km', '439 km']","[7260, 6600]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",25498,3472
1047,Nantes-Lyon route 6,Nantes;-Lyon,['Nantes;-Lyon Part Dieu'],['TGV INOUI'],['835 km'],[17160],['HIGH_SPEED_TRAIN'],24664,2429
