,Nom,trajet,steps,type,distance,time,vehicule_type
1603,Strasbourg-Saint-Étienne route 2,Strasbourg;-Saint-Étienne,"['Krimmeri-Meinau;-Strasbourg', 'Strasbourg;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Saint-Étienne La Terrasse']","['TER', 'TGV INOUI', 'TER', 'TER']","['3.2 km', '505 km', '59.8 km', '3.0 km']","[300, 15540, 2940, 180]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1604,Strasbourg-Saint-Étienne route 3,Strasbourg;-Saint-Étienne,"['Krimmeri-Meinau;-Strasbourg', 'Strasbourg;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TGV INOUI', 'TER']","['3.2 km', '505 km', '59.8 km']","[300, 15540, 2940]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1605,Strasbourg-Saint-Étienne route 4,Strasbourg;-Saint-Étienne,"['Strasbourg;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Saint-Étienne La Terrasse']","['TGV INOUI', 'TER', 'TER']","['505 km', '59.8 km', '3.0 km']","[15540, 2940, 180]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1606,Strasbourg-Saint-Étienne route 5,Strasbourg;-Saint-Étienne,"['Krimmeri-Meinau;-Strasbourg', 'Strasbourg;-Mulhouse', 'Mulhouse;-Dijon', 'Dijon;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Saint-Étienne La Terrasse']","['TER', 'TER', 'Lyria', 'TGV INOUI', 'TER', 'TER']","['3.2 km', '108 km', '204 km', '192 km', '59.8 km', '3.0 km']","[300, 3180, 3720, 5940, 2940, 180]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1607,Strasbourg-Saint-Étienne route 6,Strasbourg;-Saint-Étienne,"['Krimmeri-Meinau;-Strasbourg', 'Strasbourg;-Mulhouse', 'Mulhouse;-Dijon', 'Dijon;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TER', 'Lyria', 'TGV INOUI', 'TER']","['3.2 km', '108 km', '204 km', '192 km', '59.8 km']","[300, 3180, 3720, 5940, 2940]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1608,Strasbourg-Toulouse route 1,Strasbourg;-Toulouse,"[""Strasbourg;-Gare de l'Est"", 'Gare Montparnasse;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['ICE9574', 'TGV INOUI', 'TER']","['438 km', '951 km', '3.9 km']","[6300, 16800, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1609,Strasbourg-Toulouse route 2,Strasbourg;-Toulouse,"[""Strasbourg;-Gare de l'Est"", 'Gare Montparnasse;-Toulouse Matabiau']","['OUIGO', 'TGV INOUI']","['458 km', '794 km']","[8820, 16980]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1610,Strasbourg-Toulouse route 3,Strasbourg;-Toulouse,"['Krimmeri-Meinau;-Strasbourg', 'Strasbourg;-Lyon Part Dieu', 'Lyon Part Dieu;-Toulouse Matabiau']","['TER', 'TGV INOUI', 'TGV INOUI']","['3.2 km', '505 km', '561 km']","[300, 15540, 14940]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1611,Strasbourg-Toulouse route 4,Strasbourg;-Toulouse,"['Strasbourg;-Lyon Part Dieu', 'Lyon Part Dieu;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI']","['505 km', '561 km']","[15540, 14940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1612,Strasbourg-Toulouse route 5,Strasbourg;-Toulouse,"['Krimmeri-Meinau;-Strasbourg', 'Strasbourg;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Nîmes', 'Nîmes;-Toulouse Matabiau']","['TER', 'TGV INOUI', 'TGV INOUI', 'INTERCITES']","['3.2 km', '420 km', '706 km', '297 km']","[300, 6900, 13620, 9720]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'LONG_DISTANCE_TRAIN']"
1613,Strasbourg-Toulouse route 6,Strasbourg;-Toulouse,"['Krimmeri-Meinau;-Strasbourg', ""Strasbourg;-Gare de l'Est"", 'Gare Montparnasse;-Bordeaux Saint-Jean']","['TER', 'ICE', 'TGV INOUI']","['3.2 km', '438 km', '542 km']","[300, 7080, 9420]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1614,Saint-Étienne-Angers route 1,Saint-Étienne;-Angers,"['St-Etienne-Châteaucreux;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['TGV INOUI', 'OUIGO']","['487 km', '298 km']","[10140, 4860]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1615,Saint-Étienne-Angers route 2,Saint-Étienne;-Angers,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['TER', 'TGV INOUI', 'OUIGO']","['3.0 km', '487 km', '298 km']","[240, 10140, 4860]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1616,Saint-Étienne-Angers route 3,Saint-Étienne;-Angers,"['St-Etienne-Châteaucreux;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['TGV INOUI', 'OUIGO']","['487 km', '298 km']","[10140, 4860]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1617,Saint-Étienne-Angers route 4,Saint-Étienne;-Angers,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['TER', 'TGV INOUI', 'OUIGO']","['3.0 km', '487 km', '298 km']","[240, 10140, 4860]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1618,Saint-Étienne-Angers route 5,Saint-Étienne;-Angers,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Angers Saint-Laud']","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '442 km', '370 km']","[2820, 7200, 8100]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1619,Saint-Étienne-Angers route 6,Saint-Étienne;-Angers,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Angers Saint-Laud']","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '442 km', '370 km']","[2820, 7200, 8100]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1620,Saint-Étienne-Auxerre route 1,Saint-Étienne;-Auxerre,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Laroche Migennes', 'Laroche Migennes;-Auxerre Saint-Gervais']","['TER', 'TER', 'TER']","['59.8 km', '352 km', '19.4 km']","[2880, 13380, 960]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1621,Saint-Étienne-Auxerre route 2,Saint-Étienne;-Auxerre,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Laroche Migennes', 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['59.8 km', '352 km', '19.4 km']","[2580, 13380, 960]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1622,Saint-Étienne-Auxerre route 3,Saint-Étienne;-Auxerre,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Laroche Migennes', 'Laroche Migennes;-Auxerre Saint-Gervais']","['TER', 'TGV INOUI', 'TER', 'TER']","['3.0 km', '59.8 km', '352 km', '19.4 km']","[240, 2580, 13380, 960]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1623,Saint-Étienne-Auxerre route 4,Saint-Étienne;-Auxerre,[],[],[],[],[]
1624,Saint-Étienne-Auxerre route 5,Saint-Étienne;-Auxerre,['St-Etienne-Châteaucreux;-Lyon-Perrache'],['TER'],['56.6 km'],[3420],['HEAVY_RAIL']
1625,Saint-Étienne-Auxerre route 6,Saint-Étienne;-Auxerre,[],[],[],[],[]
1626,Saint-Étienne-Brest route 1,Saint-Étienne;-Brest,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '427 km', '605 km']","[2820, 7440, 13320]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1627,Saint-Étienne-Brest route 2,Saint-Étienne;-Brest,"['Lyon-Perrache;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['432 km', '605 km']","[8280, 13320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1628,Saint-Étienne-Brest route 3,Saint-Étienne;-Brest,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '427 km', '605 km']","[2760, 6960, 13140]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1629,Saint-Étienne-Brest route 4,Saint-Étienne;-Brest,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TER', 'TER', 'TGV INOUI', 'TGV INOUI']","['3.0 km', '59.8 km', '427 km', '605 km']","[240, 2760, 6960, 13140]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1630,Saint-Étienne-Le Havre route 1,Saint-Étienne;-Le Havre,"['St-Etienne-Châteaucreux;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['487 km', '227 km']","[10140, 7860]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1631,Saint-Étienne-Le Havre route 2,Saint-Étienne;-Le Havre,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TER', 'TGV INOUI', 'TER']","['3.0 km', '487 km', '227 km']","[240, 10140, 7860]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1632,Saint-Étienne-Le Havre route 3,Saint-Étienne;-Le Havre,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TER', 'TGV INOUI', 'TER']","['59.8 km', '427 km', '227 km']","[2820, 7440, 7920]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1633,Saint-Étienne-Le Havre route 4,Saint-Étienne;-Le Havre,"['Lyon-Perrache;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['432 km', '227 km']","[8280, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1634,Saint-Étienne-Le Havre route 5,Saint-Étienne;-Le Havre,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TER', 'TGV INOUI', 'TER']","['59.8 km', '427 km', '227 km']","[2820, 7440, 7920]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1635,Saint-Étienne-Le Havre route 6,Saint-Étienne;-Le Havre,"['Lyon-Perrache;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['432 km', '227 km']","[8280, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1636,Saint-Étienne-Lens route 1,Saint-Étienne;-Lens,"['St-Etienne-Châteaucreux;-Gare de Lyon', 'Gare du Nord;-Lille Flandres', 'Lille Flandres;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['487 km', '225 km', '38.7 km']","[10140, 3780, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1637,Saint-Étienne-Lens route 2,Saint-Étienne;-Lens,"['St-Etienne-Châteaucreux;-Gare de Lyon', 'Gare du Nord;-Lille Flandres', 'Lille Flandres;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['487 km', '225 km', '38.7 km']","[10140, 3780, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1638,Saint-Étienne-Lens route 3,Saint-Étienne;-Lens,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon', 'Gare du Nord;-Lille Flandres', 'Lille Flandres;-Lens']","['TER', 'TGV INOUI', 'TGV INOUI', 'TER']","['3.0 km', '487 km', '225 km', '38.7 km']","[240, 10140, 3780, 2400]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1639,Saint-Étienne-Lens route 4,Saint-Étienne;-Lens,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Charles de Gaulle Airport 2 TGV', 'Gare du Nord;-Lens']","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '442 km', '199 km']","[2820, 7200, 4260]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1640,Saint-Étienne-Lens route 5,Saint-Étienne;-Lens,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Lille Europe', 'Lille Flandres;-Lens']","['TER', 'TGV INOUI', 'TER']","['59.8 km', '645 km', '38.7 km']","[2820, 10680, 2400]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1641,Saint-Étienne-Lens route 6,Saint-Étienne;-Lens,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Arras', 'Arras;-Lens']","['TER', 'TGV INOUI', 'TER']","['59.8 km', '599 km', '19.1 km']","[2820, 10440, 960]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1642,Saint-Étienne-Lille route 1,Saint-Étienne;-Lille,"['St-Etienne-Châteaucreux;-Gare de Lyon', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['487 km', '225 km']","[10140, 3780]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1643,Saint-Étienne-Lille route 2,Saint-Étienne;-Lille,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Lille Europe']","['TER', 'TGV INOUI']","['59.8 km', '645 km']","[2820, 10680]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1644,Saint-Étienne-Lille route 3,Saint-Étienne;-Lille,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon', 'Gare du Nord;-Lille Flandres']","['TER', 'TGV INOUI', 'TGV INOUI']","['3.0 km', '487 km', '225 km']","[240, 10140, 3780]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1645,Saint-Étienne-Lille route 4,Saint-Étienne;-Lille,['Lyon Saint-Exupéry TGV;-Lille Flandres'],['OUIGO'],['657 km'],[11700],['HIGH_SPEED_TRAIN']
1646,Saint-Étienne-Lille route 5,Saint-Étienne;-Lille,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Saint-Exupéry TGV;-Lille Flandres']","['TER', 'OUIGO']","['59.8 km', '657 km']","[2760, 11700]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1647,Saint-Étienne-Lille route 6,Saint-Étienne;-Lille,"['Saint-Étienne Carnot;-Lyon-Perrache', 'Lyon-Perrache;-Gare de Lyon', 'Gare du Nord;-Lille Flandres']","['TER', 'OUIGO', 'TGV INOUI']","['57.9 km', '432 km', '225 km']","[3720, 7800, 3900]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1648,Saint-Étienne-Lyon route 1,Saint-Étienne;-Lyon,['St-Etienne-Châteaucreux;-Lyon Part Dieu'],['TER'],['59.8 km'],[2880],['HEAVY_RAIL']
1649,Saint-Étienne-Lyon route 2,Saint-Étienne;-Lyon,['St-Etienne-Châteaucreux;-Lyon Part Dieu'],['TER'],['59.8 km'],[2880],['HEAVY_RAIL']
1650,Saint-Étienne-Lyon route 3,Saint-Étienne;-Lyon,['St-Etienne-Châteaucreux;-Lyon Part Dieu'],['TER'],['59.8 km'],[2880],['HEAVY_RAIL']
1651,Saint-Étienne-Lyon route 4,Saint-Étienne;-Lyon,['St-Etienne-Châteaucreux;-Lyon Part Dieu'],['TER'],['59.8 km'],[2940],['HEAVY_RAIL']
1652,Saint-Étienne-Lyon route 5,Saint-Étienne;-Lyon,['St-Etienne-Châteaucreux;-Lyon Part Dieu'],['TGV INOUI'],['59.8 km'],[2580],['HIGH_SPEED_TRAIN']
1653,Saint-Étienne-Lyon route 6,Saint-Étienne;-Lyon,[],[],[],[],[]
1654,Saint-Étienne-Marseille route 1,Saint-Étienne;-Marseille,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TER', 'TGV INOUI']","['59.8 km', '325 km']","[2880, 6960]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1655,Saint-Étienne-Marseille route 2,Saint-Étienne;-Marseille,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TER', 'TGV INOUI']","['59.8 km', '320 km']","[2820, 5940]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1656,Saint-Étienne-Marseille route 3,Saint-Étienne;-Marseille,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TER', 'OUIGO']","['59.8 km', '320 km']","[2820, 6000]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1657,Saint-Étienne-Marseille route 4,Saint-Étienne;-Marseille,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Nîmes', 'Nîmes;-Marseille Saint-Charles']","['TER', 'AVE INT', 'TER']","['59.8 km', '264 km', '126 km']","[2820, 4800, 5040]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1658,Saint-Étienne-Marseille route 5,Saint-Étienne;-Marseille,"['Saint-Étienne Carnot;-Lyon-Perrache', 'Lyon-Perrache;-Lyon Part Dieu', 'Lyon Part Dieu;-Nîmes', 'Nîmes;-Marseille Saint-Charles']","['TER', 'TER', 'AVE INT', 'TER']","['57.9 km', '5.5 km', '264 km', '126 km']","[3720, 480, 4800, 5040]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1659,Saint-Étienne-Monaco route 1,Saint-Étienne;-Monaco,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Saint-Exupéry TGV;-Toulon', 'Toulon;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TER', 'OUIGO', 'TGV INOUI', 'TER']","['59.8 km', '373 km', '126 km', '46.9 km']","[2880, 7620, 4320, 3660]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1660,Saint-Étienne-Monaco route 2,Saint-Étienne;-Monaco,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TER', 'TGV INOUI']","['59.8 km', '325 km']","[2880, 6960]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1661,Saint-Étienne-Monaco route 3,Saint-Étienne;-Monaco,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['59.8 km', '325 km']","[2580, 6960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1662,Saint-Étienne-Monaco route 4,Saint-Étienne;-Monaco,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TER', 'TGV INOUI', 'TGV INOUI']","['3.0 km', '59.8 km', '325 km']","[240, 2580, 6960]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1663,Saint-Étienne-Monaco route 5,Saint-Étienne;-Monaco,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Toulon', 'Toulon;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TER', 'TGV INOUI', 'TER', 'TER']","['59.8 km', '387 km', '126 km', '46.9 km']","[2820, 9660, 4800, 3780]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1664,Saint-Étienne-Monaco route 6,Saint-Étienne;-Monaco,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin', 'Nice Saint-Augustin;-Monaco-Monte-Carlo station']","['TER', 'TGV INOUI', 'TER', 'TER']","['59.8 km', '320 km', '218 km', '21.9 km']","[2820, 5940, 9060, 1980]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1665,Saint-Étienne-Montpellier route 1,Saint-Étienne;-Montpellier,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TER', 'TGV INOUI']","['59.8 km', '314 km']","[2880, 6780]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1666,Saint-Étienne-Montpellier route 2,Saint-Étienne;-Montpellier,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TER', 'TGV INOUI']","['59.8 km', '314 km']","[2880, 6780]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1667,Saint-Étienne-Montpellier route 3,Saint-Étienne;-Montpellier,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TER', 'TER', 'TGV INOUI']","['3.0 km', '59.8 km', '314 km']","[240, 2880, 6780]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1668,Saint-Étienne-Montpellier route 4,Saint-Étienne;-Montpellier,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TER', 'TGV INOUI']","['59.8 km', '314 km']","[2880, 6780]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1669,Saint-Étienne-Montpellier route 5,Saint-Étienne;-Montpellier,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TER', 'TGV INOUI']","['59.8 km', '314 km']","[2880, 6780]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1670,Saint-Étienne-Montpellier route 6,Saint-Étienne;-Montpellier,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TER', 'AVE INT']","['59.8 km', '314 km']","[2820, 6540]","['HEAVY_RAIL', 'HEAVY_RAIL']"
1671,Saint-Étienne-Nantes route 1,Saint-Étienne;-Nantes,"['St-Etienne-Châteaucreux;-Gare de Lyon', 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'OUIGO']","['487 km', '385 km']","[10140, 7320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1672,Saint-Étienne-Nantes route 2,Saint-Étienne;-Nantes,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon', 'Gare Montparnasse;-Nantes']","['TER', 'TGV INOUI', 'OUIGO']","['3.0 km', '487 km', '385 km']","[240, 10140, 7320]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1673,Saint-Étienne-Nantes route 3,Saint-Étienne;-Nantes,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Nantes']","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '427 km', '385 km']","[2760, 6960, 7380]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1674,Saint-Étienne-Nantes route 4,Saint-Étienne;-Nantes,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Nantes']","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '427 km', '385 km']","[2820, 7440, 7620]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1675,Saint-Étienne-Nantes route 5,Saint-Étienne;-Nantes,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Le Mans', 'Le Mans;-Nantes']","['TER', 'TGV INOUI', 'TER']","['59.8 km', '620 km', '184 km']","[2820, 10740, 5640]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1676,Saint-Étienne-Nantes route 6,Saint-Étienne;-Nantes,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Le Mans', 'Le Mans - Gare SNCF;-Nantes']","['TER', 'TGV INOUI', 'TER21']","['59.8 km', '620 km', '185 km']","[2820, 10740, 5640]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
